Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
11	q	25	dup(11)(q13q25)	 Mature B-cell neoplasm, NOS
11	q	13	dup(11)(q13q25)	 Mantle cell lymphoma
11	q	25	dup(11)(q13q25)	 Mantle cell lymphoma
11	q	13	dup(11)(q13q25)	 Follicular lymphoma
11	q	25	dup(11)(q13q25)	 Follicular lymphoma
11	q	13	dup(11)(q13q25)	 Diffuse large B-cell lymphoma
11	q	25	dup(11)(q13q25)	 Diffuse large B-cell lymphoma
11	q	21	dup(11)(q21q24)	 Diffuse large B-cell lymphoma
11	q	24	dup(11)(q21q24)	 Diffuse large B-cell lymphoma
11	q	23	dup(11)(q23q13)	 Diffuse large B-cell lymphoma
11	q	13	dup(11)(q23q13)	 Diffuse large B-cell lymphoma
11	q	23	dup(11)(q23q23)	 Acute myeloid leukemia, NOS
11	q	23	dup(11)(q23q23)	 Acute myeloid leukemia, NOS
11	q	23	dup(11)(q23q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	23	dup(11)(q23q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	23	dup(11)(q23q24)	 Acute myeloid leukemia, NOS
11	q	24	dup(11)(q23q24)	 Acute myeloid leukemia, NOS
11	q	23	dup(11)(q23q25)	 Burkitt lymphoma/leukemia
11	q	25	dup(11)(q23q25)	 Burkitt lymphoma/leukemia
12	p	12	dup(12)(p12p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	p	11	dup(12)(p12p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	11	dup(12)(q11q21)	 Follicular lymphoma
12	q	21	dup(12)(q11q21)	 Follicular lymphoma
12	q	11	dup(12)(q11q24)	 Follicular lymphoma
12	q	24	dup(12)(q11q24)	 Follicular lymphoma
12	q	12	dup(12)(q12q14)	 Follicular lymphoma
12	q	14	dup(12)(q12q14)	 Follicular lymphoma
12	q	13	dup(12)(q13q15)	 Mature B-cell neoplasm, NOS
12	q	15	dup(12)(q13q15)	 Mature B-cell neoplasm, NOS
12	q	13	dup(12)(q13q15)	 Follicular lymphoma
12	q	15	dup(12)(q13q15)	 Follicular lymphoma
12	q	13	dup(12)(q13q15)	 Diffuse large B-cell lymphoma
12	q	15	dup(12)(q13q15)	 Diffuse large B-cell lymphoma
12	q	13	dup(12)(q13q21)	 Mature B-cell neoplasm, NOS
12	q	21	dup(12)(q13q21)	 Mature B-cell neoplasm, NOS
12	q	13	dup(12)(q13q21)	 Chronic lymphocytic leukemia
12	q	21	dup(12)(q13q21)	 Chronic lymphocytic leukemia
12	q	13	dup(12)(q13q21)	 Follicular lymphoma
12	q	21	dup(12)(q13q21)	 Follicular lymphoma
12	q	13	dup(12)(q13q21)	 Diffuse large B-cell lymphoma
12	q	21	dup(12)(q13q21)	 Diffuse large B-cell lymphoma
12	q	13	dup(12)(q13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	22	dup(12)(q13q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	13	dup(12)(q13q22)	 Chronic lymphocytic leukemia
12	q	22	dup(12)(q13q22)	 Chronic lymphocytic leukemia
12	q	13	dup(12)(q13q22)	 Follicular lymphoma
12	q	22	dup(12)(q13q22)	 Follicular lymphoma
12	q	13	dup(12)(q13q23)	 Follicular lymphoma
12	q	23	dup(12)(q13q23)	 Follicular lymphoma
12	q	13	dup(12)(q13q23)	 Diffuse large B-cell lymphoma
12	q	23	dup(12)(q13q23)	 Diffuse large B-cell lymphoma
12	q	13	dup(12)(q13q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	24	dup(12)(q13q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
12	q	13	dup(12)(q13q24)	 Mature B-cell neoplasm, NOS
12	q	24	dup(12)(q13q24)	 Mature B-cell neoplasm, NOS
12	q	13	dup(12)(q13q24)	 Chronic lymphocytic leukemia
12	q	24	dup(12)(q13q24)	 Chronic lymphocytic leukemia
12	q	13	dup(12)(q13q24)	 Follicular lymphoma
12	q	24	dup(12)(q13q24)	 Follicular lymphoma
12	q	13	dup(12)(q13q24)	 Diffuse large B-cell lymphoma
12	q	24	dup(12)(q13q24)	 Diffuse large B-cell lymphoma
12	q	15	dup(12)(q15q22)	 Mature B-cell neoplasm, NOS
12	q	22	dup(12)(q15q22)	 Mature B-cell neoplasm, NOS
12	q	15	dup(12)(q15q24)	 Follicular lymphoma
12	q	24	dup(12)(q15q24)	 Follicular lymphoma
12	q	15	dup(12)(q15q24)	 Diffuse large B-cell lymphoma
12	q	24	dup(12)(q15q24)	 Diffuse large B-cell lymphoma
13	q	12	dup(13)(q12q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
13	q	12	dup(13)(q12q12)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
13	q	12	dup(13)(q12q14)	 Acute megakaryoblastic leukemia (FAB type M7)
13	q	14	dup(13)(q12q14)	 Acute megakaryoblastic leukemia (FAB type M7)
13	q	21	dup(13)(q21q14)	 T-prolymphocytic leukemia
13	q	14	dup(13)(q21q14)	 T-prolymphocytic leukemia
13	q	21	dup(13)(q21q22)	 Burkitt lymphoma/leukemia
13	q	22	dup(13)(q21q22)	 Burkitt lymphoma/leukemia
13	q	21	dup(13)(q21q34)	 Follicular lymphoma
13	q	34	dup(13)(q21q34)	 Follicular lymphoma
13	q	31	dup(13)(q31q33)	 Burkitt lymphoma/leukemia
13	q	33	dup(13)(q31q33)	 Burkitt lymphoma/leukemia
14	q	24	dup(14)(q24q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	32	dup(14)(q24q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
14	q	24	dup(14)(q24q32)	 Mature B-cell neoplasm, NOS
14	q	32	dup(14)(q24q32)	 Mature B-cell neoplasm, NOS
14	q	24	dup(14)(q24q32)	 Diffuse large B-cell lymphoma
14	q	32	dup(14)(q24q32)	 Diffuse large B-cell lymphoma
14	q	32	dup(14)(q32q32)	 Diffuse large B-cell lymphoma
14	q	32	dup(14)(q32q32)	 Diffuse large B-cell lymphoma
16	p	13	dup(16)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
16	p	11	dup(16)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	11	dup(17)(q11q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	25	dup(17)(q11q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	12	dup(17)(q12q25)	 Acute myelomonocytic leukemia (FAB type M4)
17	q	25	dup(17)(q12q25)	 Acute myelomonocytic leukemia (FAB type M4)
17	q	21	dup(17)(q21q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	25	dup(17)(q21q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	21	dup(17)(q21q25)	 Diffuse large B-cell lymphoma
17	q	25	dup(17)(q21q25)	 Diffuse large B-cell lymphoma
17	q	22	dup(17)(q22q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
17	q	25	dup(17)(q22q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
18	p	11	dup(18)(p11p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
18	p	11	dup(18)(p11p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
18	q	11	dup(18)(q11q23)	 Diffuse large B-cell lymphoma
18	q	23	dup(18)(q11q23)	 Diffuse large B-cell lymphoma
20	p	13	dup(20)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
20	p	11	dup(20)(p13p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	11	dup(21)(q11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	11	dup(21)(q11q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	22	dup(21)(q11q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	21	dup(21)(q21q22)	 Acute myeloid leukemia, NOS
21	q	22	dup(21)(q21q22)	 Acute myeloid leukemia, NOS
21	q	21	dup(21)(q21q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	22	dup(21)(q21q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	22	dup(21)(q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	22	dup(21)(q22q22)	 Acute myeloid leukemia, NOS
21	q	22	dup(21)(q22q22)	 Acute myeloid leukemia, NOS
21	q	22	dup(21)(q22q22)	 Acute erythroleukemia (FAB type M6)
21	q	22	dup(21)(q22q22)	 Acute erythroleukemia (FAB type M6)
21	q	22	dup(21)(q22q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	q	22	dup(21)(q22q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
X	p	22	dup(X)(p22p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
X	p	11	dup(X)(p22p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
X	q	25	dup(X)(q25q28)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
X	q	28	dup(X)(q25q28)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	q	22	hsr(6)(q22)	 Adenocarcinoma
9	p	24	hsr(9)(p24)	 Anaplastic large cell lymphoma, systemic type
11	p	14	hsr(11)(p14)	 Adenocarcinoma
11	q	13	hsr(11)(q13)	 Adenocarcinoma
11	q	23	hsr(11)(q23)	 Acute myeloid leukemia, NOS
11	q	23	hsr(11)(q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	23	hsr(11)(q23)	 Acute myeloblastic leukemia with maturation (FAB type M2)
11	q	23	hsr(11)(q23)	 Myelodysplastic syndrome, NOS
11	q	23	hsr(11)(q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
16	p	13	hsr(16)(p13)	 Acute myeloid leukemia, NOS
17	q	25	hsr(17)(q25)	 Adenocarcinoma
19	p	13	hsr(19)(p13)	 Acute erythroleukemia (FAB type M6)
21	q	22	hsr(21)(q22)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	p	10	i(1)(p10)	 Diffuse large B-cell lymphoma
1	p	10	i(1)(p10)	 Adenocarcinoma
1	p	10	i(1)(p10)	 Adenocarcinoma
1	p	10	i(1)(p10)	 Adenocarcinoma
1	p	10	i(1)(p10)	 Squamous cell carcinoma
1	p	10	i(1)(p10)	 Undifferentiated pleomorphic sarcoma
1	p	10	i(1)(p10)	 Undifferentiated pleomorphic sarcoma
1	p	10	i(1)(p10)	 Osteosarcoma, NOS
1	q	10	i(1)(q10)	 Acute myeloid leukemia, NOS
1	q	10	i(1)(q10)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	q	10	i(1)(q10)	 Acute monoblastic leukemia (FAB type M5)
1	q	10	i(1)(q10)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
1	q	10	i(1)(q10)	 Acute monoblastic leukemia with differentiation (FAB type M5b)
1	q	10	i(1)(q10)	 Acute megakaryoblastic leukemia (FAB type M7)
1	q	10	i(1)(q10)	 Myelodysplastic syndrome, NOS
1	q	10	i(1)(q10)	 Refractory anemia with excess of blasts (FAB)
1	q	10	i(1)(q10)	 Refractory cytopenia with multilineage dysplasia
1	q	10	i(1)(q10)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	10	i(1)(q10)	 Multiple myeloma
1	q	10	i(1)(q10)	 Plasma cell leukemia
1	q	10	i(1)(q10)	 Mature B-cell neoplasm, NOS
1	q	10	i(1)(q10)	 Chronic lymphocytic leukemia
1	q	10	i(1)(q10)	 Follicular lymphoma
1	q	10	i(1)(q10)	 Diffuse large B-cell lymphoma
1	q	10	i(1)(q10)	 Burkitt lymphoma/leukemia
1	q	10	i(1)(q10)	 Mature T- and NK-cell neoplasm, NOS
1	q	10	i(1)(q10)	 Peripheral T-cell lymphoma, unspecified
1	q	10	i(1)(q10)	 Extranodal NK/T-cell lymphoma
1	q	10	i(1)(q10)	 Anaplastic large cell lymphoma, systemic type
1	q	10	i(1)(q10)	 Hodgkin disease, lymphocyte predominance
1	q	10	i(1)(q10)	 Hodgkin disease, mixed cellularity
1	q	10	i(1)(q10)	 Hodgkin disease, nodular sclerosis
1	q	10	i(1)(q10)	 Adenoma
1	q	10	i(1)(q10)	 Phyllodes tumor, benign
1	q	10	i(1)(q10)	 Carcinoma, NOS
1	q	10	i(1)(q10)	 Carcinoma, NOS
1	q	10	i(1)(q10)	 Carcinoma, NOS
1	q	10	i(1)(q10)	 Undifferentiated carcinoma, large cell
1	q	10	i(1)(q10)	 Undifferentiated carcinoma, small cell
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Adenocarcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Squamous cell carcinoma
1	q	10	i(1)(q10)	 Merkel cell carcinoma
1	q	10	i(1)(q10)	 Transitional cell carcinoma
1	q	10	i(1)(q10)	 Wilms tumor
1	q	10	i(1)(q10)	 Hepatoblastoma
1	q	10	i(1)(q10)	 Malignant epithelial tumor, special type
1	q	10	i(1)(q10)	 Seminoma/Dysgerminoma
1	q	10	i(1)(q10)	 Teratoma (mature and immature)
1	q	10	i(1)(q10)	 Teratoma (mature and immature)
1	q	10	i(1)(q10)	 Combined germ cell tumors
1	q	10	i(1)(q10)	 Astrocytoma, grade III-IV/Glioblastoma
1	q	10	i(1)(q10)	 Ependymoma
1	q	10	i(1)(q10)	 Neuroglial neoplasm, special type
1	q	10	i(1)(q10)	 Retinoblastoma
1	q	10	i(1)(q10)	 Neuroblastoma
1	q	10	i(1)(q10)	 Peripheral neuroepithelioma
1	q	10	i(1)(q10)	 Malignant melanoma
1	q	10	i(1)(q10)	 Malignant melanoma
1	q	10	i(1)(q10)	 Malignant melanoma
1	q	10	i(1)(q10)	 Alveolar rhabdomyosarcoma
1	q	10	i(1)(q10)	 Malignant peripheral nerve sheath tumor/Triton
1	q	10	i(1)(q10)	 Synovial sarcoma
1	q	10	i(1)(q10)	 Clear cell sarcoma
1	q	10	i(1)(q10)	 Chondrosarcoma, NOS
1	q	10	i(1)(q10)	 Osteosarcoma, NOS
1	q	10	i(1)(q10)	 Ewing sarcoma
1	q	10	i(1)(q10)	 Ewing sarcoma
1	q	10	i(1)(q10)	 Ewing sarcoma
1	q	10	i(1)(q10)	 Chordoma
1	q	10	i(1)(q10)	 Meningioma
1	q	10	i(1)(q10)	 Endometrial stromal sarcoma
1	q	11	i(1)(q11)	 Acute myeloid leukemia, NOS
2	p	10	i(2)(p10)	 Chronic lymphocytic leukemia
2	p	10	i(2)(p10)	 Hodgkin disease, nodular sclerosis
2	p	10	i(2)(p10)	 Adenocarcinoma
2	p	10	i(2)(p10)	 Adenocarcinoma
2	p	10	i(2)(p10)	 Squamous cell carcinoma
2	q	10	i(2)(q10)	 Acute myeloid leukemia, NOS
2	q	10	i(2)(q10)	 Multiple myeloma
2	q	10	i(2)(q10)	 Chronic lymphocytic leukemia
2	q	10	i(2)(q10)	 Follicular lymphoma
2	q	10	i(2)(q10)	 Oncocytoma
2	q	10	i(2)(q10)	 Adenocarcinoma
2	q	10	i(2)(q10)	 Adenocarcinoma
2	q	10	i(2)(q10)	 Adenocarcinoma
2	q	10	i(2)(q10)	 Adenocarcinoma
2	q	10	i(2)(q10)	 Squamous cell carcinoma
2	q	10	i(2)(q10)	 Squamous cell carcinoma
2	q	10	i(2)(q10)	 Seminoma/Dysgerminoma
3	p	10	i(3)(p10)	 Acute myeloid leukemia, NOS
3	p	10	i(3)(p10)	 Multiple myeloma
3	p	10	i(3)(p10)	 Mature B-cell neoplasm, NOS
3	p	10	i(3)(p10)	 Follicular lymphoma
3	p	10	i(3)(p10)	 Diffuse large B-cell lymphoma
3	p	10	i(3)(p10)	 Squamous cell carcinoma
3	p	10	i(3)(p10)	 Squamous cell carcinoma
3	p	10	i(3)(p10)	 Mesothelioma
3	q	10	i(3)(q10)	 Acute myeloid leukemia, NOS
3	q	10	i(3)(q10)	 Acute erythroleukemia (FAB type M6)
3	q	10	i(3)(q10)	 Myelodysplastic syndrome, NOS
3	q	10	i(3)(q10)	 Multiple myeloma
3	q	10	i(3)(q10)	 Mature B-cell neoplasm, NOS
3	q	10	i(3)(q10)	 Chronic lymphocytic leukemia
3	q	10	i(3)(q10)	 Mantle cell lymphoma
3	q	10	i(3)(q10)	 Follicular lymphoma
3	q	10	i(3)(q10)	 Diffuse large B-cell lymphoma
3	q	10	i(3)(q10)	 Angioimmunoblastic T-cell lymphoma
3	q	10	i(3)(q10)	 Undifferentiated carcinoma, large cell
3	q	10	i(3)(q10)	 Undifferentiated carcinoma, small cell
3	q	10	i(3)(q10)	 Adenocarcinoma
3	q	10	i(3)(q10)	 Adenocarcinoma
3	q	10	i(3)(q10)	 Adenocarcinoma
3	q	10	i(3)(q10)	 Adenocarcinoma
3	q	10	i(3)(q10)	 Adenocarcinoma
3	q	10	i(3)(q10)	 Adenosquamous carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Squamous cell carcinoma
3	q	10	i(3)(q10)	 Undifferentiated pleomorphic sarcoma
3	q	10	i(3)(q10)	 Osteosarcoma, NOS
3	q	10	i(3)(q10)	 Nonneoplastic hematologic disorder/lesion
4	p	10	i(4)(p10)	 Acute myelomonocytic leukemia (FAB type M4)
4	p	10	i(4)(p10)	 Hodgkin disease, nodular sclerosis
4	q	10	i(4)(q10)	 Chronic lymphocytic leukemia
4	q	10	i(4)(q10)	 Adenocarcinoma
4	q	10	i(4)(q10)	 Squamous cell carcinoma
4	q	10	i(4)(q10)	 Seminoma/Dysgerminoma
5	p	10	i(5)(p10)	 Acute myeloid leukemia, NOS
5	p	10	i(5)(p10)	 Acute myeloblastic leukemia without maturation (FAB type M1)
5	p	10	i(5)(p10)	 Acute myeloblastic leukemia with maturation (FAB type M2)
5	p	10	i(5)(p10)	 Acute myelomonocytic leukemia (FAB type M4)
5	p	10	i(5)(p10)	 Acute monoblastic leukemia (FAB type M5)
5	p	10	i(5)(p10)	 Acute monoblastic leukemia without differentiation (FAB type M5a)
5	p	10	i(5)(p10)	 Myelodysplastic syndrome, NOS
5	p	10	i(5)(p10)	 Refractory cytopenia with multilineage dysplasia
5	p	10	i(5)(p10)	 Follicular lymphoma
5	p	10	i(5)(p10)	 Peripheral T-cell lymphoma, unspecified
5	p	10	i(5)(p10)	 Adenoma
5	p	10	i(5)(p10)	 Carcinoma, NOS
5	p	10	i(5)(p10)	 Undifferentiated carcinoma, large cell
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Adenocarcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Squamous cell carcinoma
5	p	10	i(5)(p10)	 Transitional cell carcinoma
5	p	10	i(5)(p10)	 Malignant melanoma
5	p	10	i(5)(p10)	 Mesothelioma
5	q	10	i(5)(q10)	 Diffuse large B-cell lymphoma
5	q	10	i(5)(q10)	 Adenocarcinoma
5	q	10	i(5)(q10)	 Squamous cell carcinoma
5	q	10	i(5)(q10)	 Squamous cell carcinoma
5	q	10	i(5)(q10)	 Squamous cell carcinoma
5	q	10	i(5)(q10)	 Malignant peripheral nerve sheath tumor/Triton
6	p	10	i(6)(p10)	 Acute myeloid leukemia, NOS
6	p	10	i(6)(p10)	 Acute myeloblastic leukemia without maturation (FAB type M1)
6	p	10	i(6)(p10)	 Acute myeloblastic leukemia with maturation (FAB type M2)
6	p	10	i(6)(p10)	 Refractory anemia
6	p	10	i(6)(p10)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
6	p	10	i(6)(p10)	 Multiple myeloma
6	p	10	i(6)(p10)	 Waldenström macroglobulinemia
6	p	10	i(6)(p10)	 Mature B-cell neoplasm, NOS
6	p	10	i(6)(p10)	 Chronic lymphocytic leukemia
6	p	10	i(6)(p10)	 Mantle cell lymphoma
6	p	10	i(6)(p10)	 Follicular lymphoma
6	p	10	i(6)(p10)	 Diffuse large B-cell lymphoma
6	p	10	i(6)(p10)	 Burkitt lymphoma/leukemia
6	p	10	i(6)(p10)	 Extranodal NK/T-cell lymphoma
6	p	10	i(6)(p10)	 Adult T-cell lymphoma/leukemia (HTLV-)
6	p	10	i(6)(p10)	 Hodgkin disease, nodular sclerosis
6	p	10	i(6)(p10)	 Undifferentiated carcinoma, large cell
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Adenocarcinoma
6	p	10	i(6)(p10)	 Squamous cell carcinoma
6	p	10	i(6)(p10)	 Squamous cell carcinoma
6	p	10	i(6)(p10)	 Squamous cell carcinoma
6	p	10	i(6)(p10)	 Transitional cell carcinoma
6	p	10	i(6)(p10)	 Hepatoblastoma
6	p	10	i(6)(p10)	 Seminoma/Dysgerminoma
6	p	10	i(6)(p10)	 Teratoma (mature and immature)
6	p	10	i(6)(p10)	 Astrocytoma, grade III-IV/Glioblastoma
6	p	10	i(6)(p10)	 Ependymoma
6	p	10	i(6)(p10)	 Retinoblastoma
6	p	10	i(6)(p10)	 Neuroblastoma
6	p	10	i(6)(p10)	 Malignant melanoma
6	p	10	i(6)(p10)	 Malignant melanoma
6	p	10	i(6)(p10)	 Malignant melanoma
6	p	10	i(6)(p10)	 Lipoma
6	p	10	i(6)(p10)	 Malignant peripheral nerve sheath tumor/Triton
6	p	10	i(6)(p10)	 Chondrosarcoma, NOS
6	p	10	i(6)(p10)	 Osteosarcoma, NOS
6	p	10	i(6)(p10)	 Mesothelioma
6	q	10	i(6)(q10)	 Squamous cell carcinoma
7	p	10	i(7)(p10)	 Acute myeloid leukemia, NOS
7	p	10	i(7)(p10)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	p	10	i(7)(p10)	 Acute myelomonocytic leukemia (FAB type M4)
7	p	10	i(7)(p10)	 Acute erythroleukemia (FAB type M6)
7	p	10	i(7)(p10)	 Multiple myeloma
7	p	10	i(7)(p10)	 Mature B-cell neoplasm, NOS
7	p	10	i(7)(p10)	 Follicular lymphoma
7	p	10	i(7)(p10)	 Diffuse large B-cell lymphoma
7	p	10	i(7)(p10)	 Hodgkin disease, NOS
7	p	10	i(7)(p10)	 Hodgkin disease, nodular sclerosis
7	p	10	i(7)(p10)	 Undifferentiated carcinoma, large cell
7	p	10	i(7)(p10)	 Adenocarcinoma
7	p	10	i(7)(p10)	 Adenocarcinoma
7	p	10	i(7)(p10)	 Adenocarcinoma
7	p	10	i(7)(p10)	 Adenocarcinoma
7	p	10	i(7)(p10)	 Adenocarcinoma
7	p	10	i(7)(p10)	 Adenosquamous carcinoma
7	p	10	i(7)(p10)	 Squamous cell carcinoma
7	p	10	i(7)(p10)	 Squamous cell carcinoma
7	p	10	i(7)(p10)	 Squamous cell carcinoma
7	p	10	i(7)(p10)	 Squamous cell carcinoma
7	p	10	i(7)(p10)	 Teratoma (mature and immature)
7	p	10	i(7)(p10)	 Malignant melanoma
7	p	10	i(7)(p10)	 Mesothelioma
7	q	10	i(7)(q10)	 Acute undifferentiated leukemia
7	q	10	i(7)(q10)	 Bilineage or biphenotypic leukemia
7	q	10	i(7)(q10)	 Acute myeloid leukemia, NOS
7	q	10	i(7)(q10)	 Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
7	q	10	i(7)(q10)	 Acute myeloblastic leukemia without maturation (FAB type M1)
7	q	10	i(7)(q10)	 Acute myeloblastic leukemia with maturation (FAB type M2)
7	q	10	i(7)(q10)	 Acute promyelocytic leukemia (FAB type M3)
7	q	10	i(7)(q10)	 Acute myelomonocytic leukemia (FAB type M4)
7	q	10	i(7)(q10)	 Acute monoblastic leukemia (FAB type M5)
7	q	10	i(7)(q10)	 Acute erythroleukemia (FAB type M6)
7	q	10	i(7)(q10)	 Acute megakaryoblastic leukemia (FAB type M7)
7	q	10	i(7)(q10)	 Chronic myeloid leukemia, t(9;22)
7	q	10	i(7)(q10)	 Myelodysplastic syndrome, NOS
7	q	10	i(7)(q10)	 Refractory anemia with ringed sideroblasts
7	q	10	i(7)(q10)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	10	i(7)(q10)	 Multiple myeloma
7	q	10	i(7)(q10)	 Mature B-cell neoplasm, NOS
7	q	10	i(7)(q10)	 Follicular lymphoma
7	q	10	i(7)(q10)	 Diffuse large B-cell lymphoma
7	q	10	i(7)(q10)	 Burkitt lymphoma/leukemia
7	q	10	i(7)(q10)	 Mature T- and NK-cell neoplasm, NOS
7	q	10	i(7)(q10)	 T-prolymphocytic leukemia
7	q	10	i(7)(q10)	 T-cell granular lymphocytic leukemia
7	q	10	i(7)(q10)	 Peripheral T-cell lymphoma, unspecified
7	q	10	i(7)(q10)	 Angioimmunoblastic T-cell lymphoma
7	q	10	i(7)(q10)	 Extranodal NK/T-cell lymphoma
7	q	10	i(7)(q10)	 Aggressive NK-cell leukemia
7	q	10	i(7)(q10)	 Hepatosplenic T-cell lymphoma
7	q	10	i(7)(q10)	 Adult T-cell lymphoma/leukemia (HTLV-)
7	q	10	i(7)(q10)	 Adenocarcinoma
7	q	10	i(7)(q10)	 Adenocarcinoma
7	q	10	i(7)(q10)	 Adenocarcinoma
7	q	10	i(7)(q10)	 Adenocarcinoma
7	q	10	i(7)(q10)	 Squamous cell carcinoma
7	q	10	i(7)(q10)	 Transitional cell carcinoma
7	q	10	i(7)(q10)	 Wilms tumor
7	q	10	i(7)(q10)	 Malignant melanoma
7	q	10	i(7)(q10)	 Malignant melanoma
7	q	10	i(7)(q10)	 Liposarcoma, myxoid/round cell
7	q	10	i(7)(q10)	 Meningioma
7	q	10	i(7)(q10)	 Nonneoplastic hematologic disorder/lesion
8	p	10	i(8)(p10)	 Osteosarcoma, NOS
8	q	10	i(8)(q10)	 Bilineage or biphenotypic leukemia
